method,win,unit,mid,count,mean,abs90,abs95,abs99,rel90,rel95,rel99
① bge-m3·제목본문,10,기사,2025-12-22 00:00:00,1586,0.6429650783538818,14078,2904,32,1.1200528281771494,0.2310437145209861,0.002545936248165136
① bge-m3·제목본문,10,기자-매체,2025-12-22 00:00:00,617,0.7051289677619934,8834,728,0,4.648592898187712,0.3830853101517607,0.0
① bge-m3·제목본문,10,매체,2025-12-22 00:00:00,245,0.8183910250663757,8260,1606,0,27.634660421545664,5.373034459685513,0.0
① bge-m3·제목본문,10,기사,2026-01-01 00:00:00,418,0.6449054479598999,3809,451,4,4.37047491193648,0.517480752240313,0.004589629731621402
① bge-m3·제목본문,10,기자-매체,2026-01-01 00:00:00,242,0.7102324962615967,1439,178,0,4.934673022187168,0.6104043071225267,0.0
① bge-m3·제목본문,10,매체,2026-01-01 00:00:00,159,0.7747325897216797,1474,205,0,11.734734495661174,1.6320356659501631,0.0
① bge-m3·제목본문,10,기사,2026-01-11 00:00:00,814,0.5594026446342468,15371,4937,26,4.645336379653723,1.4920321193383923,0.007857572433218189
① bge-m3·제목본문,10,기자-매체,2026-01-11 00:00:00,354,0.6415990591049194,2570,488,0,4.113250428130152,0.7810374353803556,0.0
① bge-m3·제목본문,10,매체,2026-01-11 00:00:00,201,0.7562518119812012,2797,512,0,13.91542288557214,2.5472636815920398,0.0
① bge-m3·제목본문,10,기사,2026-01-21 00:00:00,166,0.5254529714584351,795,373,4,5.805038335158817,2.723621759766338,0.029207740051113543
① bge-m3·제목본문,10,기자-매체,2026-01-21 00:00:00,138,0.5460472702980042,551,237,3,5.82883740611446,2.507140590288797,0.031735956839098696
① bge-m3·제목본문,10,매체,2026-01-21 00:00:00,104,0.5935959815979004,310,137,1,5.78790141896938,2.557879014189694,0.018670649738610906
① bge-m3·제목본문,20,기사,2023-01-12 00:00:00,100,0.5304372310638428,348,141,2,7.030303030303029,2.8484848484848486,0.0404040404040404
① bge-m3·제목본문,20,기자-매체,2023-01-12 00:00:00,79,0.5600270628929138,112,44,0,3.635183382018825,1.4281077572216814,0.0
① bge-m3·제목본문,20,매체,2023-01-12 00:00:00,58,0.5951119065284729,50,14,0,3.0248033877797944,0.8469449485783425,0.0
① bge-m3·제목본문,20,기사,2023-02-01 00:00:00,104,0.5874819159507751,160,53,1,2.9873039581777445,0.9895444361463779,0.018670649738610906
① bge-m3·제목본문,20,기자-매체,2023-02-01 00:00:00,87,0.5981892943382263,97,30,0,2.5928896017107723,0.8019246190858059,0.0
① bge-m3·제목본문,20,매체,2023-02-01 00:00:00,58,0.6665657758712769,51,12,0,3.0852994555353903,0.7259528130671506,0.0
① bge-m3·제목본문,20,기사,2023-02-21 00:00:00,86,0.581716775894165,259,71,2,7.0861833105335155,1.9425444596443229,0.05471956224350205
① bge-m3·제목본문,20,기자-매체,2023-02-21 00:00:00,56,0.6187317371368408,66,14,0,4.285714285714286,0.9090909090909091,0.0
① bge-m3·제목본문,20,매체,2023-02-21 00:00:00,44,0.6616690158843994,48,9,0,5.07399577167019,0.9513742071881607,0.0
① bge-m3·제목본문,20,기사,2023-03-13 00:00:00,126,0.5640669465065002,160,41,0,2.0317460317460316,0.5206349206349207,0.0
① bge-m3·제목본문,20,기자-매체,2023-03-13 00:00:00,93,0.5856671333312988,96,25,0,2.244039270687237,0.584385226741468,0.0
① bge-m3·제목본문,20,매체,2023-03-13 00:00:00,60,0.6432267427444458,36,5,0,2.0338983050847457,0.2824858757062147,0.0
① bge-m3·제목본문,20,기사,2023-04-02 00:00:00,84,0.5408463478088379,115,26,1,3.2989099254159493,0.7458405048766494,0.028686173264486515
① bge-m3·제목본문,20,기자-매체,2023-04-02 00:00:00,73,0.5565980076789856,67,9,0,2.549467275494673,0.3424657534246575,0.0
① bge-m3·제목본문,20,매체,2023-04-02 00:00:00,51,0.6220934987068176,30,3,0,2.3529411764705883,0.2352941176470588,0.0
① bge-m3·제목본문,20,기사,2023-04-22 00:00:00,52,0.5262771844863892,73,24,0,5.505279034690799,1.809954751131222,0.0
① bge-m3·제목본문,20,기자-매체,2023-04-22 00:00:00,39,0.549513041973114,23,7,0,3.1039136302294197,0.9446693657219973,0.0
① bge-m3·제목본문,20,매체,2023-04-22 00:00:00,33,0.5901855826377869,21,6,0,3.977272727272727,1.1363636363636365,0.0
① bge-m3·제목본문,20,기사,2023-05-12 00:00:00,67,0.5848962664604187,76,22,0,3.4373586612392586,0.9950248756218906,0.0
① bge-m3·제목본문,20,기자-매체,2023-05-12 00:00:00,49,0.615090548992157,28,8,0,2.380952380952381,0.6802721088435374,0.0
① bge-m3·제목본문,20,매체,2023-05-12 00:00:00,40,0.6588090658187866,22,5,0,2.8205128205128207,0.641025641025641,0.0
① bge-m3·제목본문,20,기사,2023-06-01 00:00:00,27,0.5604355931282043,28,12,6,7.977207977207977,3.418803418803419,1.7094017094017095
① bge-m3·제목본문,20,기자-매체,2023-06-01 00:00:00,18,0.5836369395256042,6,0,0,3.9215686274509802,0.0,0.0
① bge-m3·제목본문,20,매체,2023-06-01 00:00:00,18,0.5836369395256042,6,0,0,3.9215686274509802,0.0,0.0
① bge-m3·제목본문,20,기사,2023-06-21 00:00:00,80,0.5242961049079895,108,56,0,3.4177215189873418,1.7721518987341773,0.0
① bge-m3·제목본문,20,기자-매체,2023-06-21 00:00:00,58,0.5464779138565063,36,7,0,2.1778584392014517,0.42347247428917123,0.0
① bge-m3·제목본문,20,매체,2023-06-21 00:00:00,46,0.5817236304283142,31,9,0,2.995169082125604,0.8695652173913043,0.0
① bge-m3·제목본문,20,기사,2023-07-11 00:00:00,137,0.5616722106933594,589,330,24,6.322455989695149,3.5422928295405756,0.25762129669386
① bge-m3·제목본문,20,기자-매체,2023-07-11 00:00:00,65,0.5857956409454346,46,11,0,2.2115384615384617,0.5288461538461539,0.0
① bge-m3·제목본문,20,매체,2023-07-11 00:00:00,46,0.6413954496383667,22,6,0,2.1256038647342996,0.5797101449275363,0.0
① bge-m3·제목본문,20,기사,2023-07-31 00:00:00,84,0.5377112030982971,87,32,0,2.495697074010327,0.9179575444635685,0.0
① bge-m3·제목본문,20,기자-매체,2023-07-31 00:00:00,70,0.5532138347625732,53,12,0,2.1946169772256727,0.4968944099378882,0.0
① bge-m3·제목본문,20,매체,2023-07-31 00:00:00,47,0.5946817398071289,25,6,0,2.3126734505087883,0.5550416281221091,0.0
① bge-m3·제목본문,20,기사,2023-08-20 00:00:00,104,0.5799620151519775,199,51,1,3.71545929798357,0.9522031366691561,0.018670649738610906
① bge-m3·제목본문,20,기자-매체,2023-08-20 00:00:00,78,0.5901682376861572,125,26,0,4.162504162504162,0.8658008658008658,0.0
① bge-m3·제목본문,20,매체,2023-08-20 00:00:00,59,0.6240534782409668,85,17,0,4.967855055523086,0.9935710111046172,0.0
① bge-m3·제목본문,20,기사,2023-09-09 00:00:00,442,0.6139217019081116,4597,927,2,4.716758498271104,0.9511496906454889,0.002052102892439027
① bge-m3·제목본문,20,기자-매체,2023-09-09 00:00:00,278,0.6631445288658142,3021,510,0,7.8461418590759155,1.3245721112640574,0.0
① bge-m3·제목본문,20,매체,2023-09-09 00:00:00,159,0.7397911548614502,1435,242,0,11.424249661651142,1.9265982007801927,0.0
① bge-m3·제목본문,20,기사,2023-09-29 00:00:00,61,0.5639828443527222,97,48,0,5.300546448087432,2.622950819672131,0.0
① bge-m3·제목본문,20,기자-매체,2023-09-29 00:00:00,47,0.603202223777771,45,8,0,4.162812210915819,0.7400555041628123,0.0
① bge-m3·제목본문,20,매체,2023-09-29 00:00:00,41,0.6248759031295776,27,6,0,3.2926829268292686,0.7317073170731708,0.0
① bge-m3·제목본문,20,기사,2023-10-19 00:00:00,115,0.5571624040603638,310,77,2,4.729214340198322,1.1746758199847445,0.030511060259344015
① bge-m3·제목본문,20,기자-매체,2023-10-19 00:00:00,87,0.5904185175895691,219,33,0,5.854049719326383,0.8821170809943866,0.0
① bge-m3·제목본문,20,매체,2023-10-19 00:00:00,62,0.6494107246398926,98,15,0,5.182443151771549,0.7932310946589107,0.0
① bge-m3·제목본문,20,기사,2023-11-08 00:00:00,281,0.5606874227523804,1242,627,90,3.1570920183019826,1.5937976614133198,0.22877478393492628
① bge-m3·제목본문,20,기자-매체,2023-11-08 00:00:00,150,0.5896791219711304,197,75,0,1.7628635346756152,0.6711409395973155,0.0
① bge-m3·제목본문,20,매체,2023-11-08 00:00:00,91,0.6519032716751099,132,35,0,3.223443223443224,0.8547008547008548,0.0
① bge-m3·제목본문,20,기사,2023-11-28 00:00:00,200,0.5553000569343567,750,407,13,3.7688442211055273,2.0452261306532664,0.06532663316582914
① bge-m3·제목본문,20,기자-매체,2023-11-28 00:00:00,126,0.5886257290840149,180,77,4,2.2857142857142856,0.9777777777777777,0.050793650793650794
① bge-m3·제목본문,20,매체,2023-11-28 00:00:00,78,0.6427352428436279,123,61,3,4.095904095904096,2.0313020313020314,0.0999000999000999
① bge-m3·제목본문,20,기사,2023-12-18 00:00:00,176,0.5396697521209717,544,165,25,3.5324675324675328,1.0714285714285714,0.16233766233766234
① bge-m3·제목본문,20,기자-매체,2023-12-18 00:00:00,112,0.5771341323852539,132,16,0,2.1235521235521233,0.2574002574002574,0.0
① bge-m3·제목본문,20,매체,2023-12-18 00:00:00,73,0.6403027176856995,56,9,0,2.13089802130898,0.3424657534246575,0.0
① bge-m3·제목본문,20,기사,2024-01-07 00:00:00,56,0.5417420268058777,117,20,0,7.597402597402597,1.2987012987012987,0.0
① bge-m3·제목본문,20,기자-매체,2024-01-07 00:00:00,47,0.557856023311615,100,13,0,9.250693802035153,1.2025901942645698,0.0
① bge-m3·제목본문,20,매체,2024-01-07 00:00:00,38,0.5991361141204834,74,9,0,10.526315789473683,1.2802275960170697,0.0
① bge-m3·제목본문,20,기사,2024-01-27 00:00:00,45,0.5389952659606934,67,20,0,6.767676767676768,2.0202020202020203,0.0
① bge-m3·제목본문,20,기자-매체,2024-01-27 00:00:00,41,0.5507712364196777,56,18,0,6.829268292682928,2.195121951219512,0.0
① bge-m3·제목본문,20,매체,2024-01-27 00:00:00,39,0.5585979223251343,56,18,0,7.557354925775979,2.42914979757085,0.0
① bge-m3·제목본문,20,기사,2024-02-16 00:00:00,143,0.6658640503883362,359,79,0,3.53590071899931,0.7780951442923274,0.0
① bge-m3·제목본문,20,기자-매체,2024-02-16 00:00:00,99,0.7074226140975952,237,17,0,4.885590599876314,0.35044320758606473,0.0
① bge-m3·제목본문,20,매체,2024-02-16 00:00:00,73,0.7462289333343506,195,9,0,7.4200913242009126,0.3424657534246575,0.0
① bge-m3·제목본문,20,기사,2024-03-07 00:00:00,373,0.632312536239624,1014,157,8,1.4615584190953905,0.22629652051082477,0.011531032892271325
① bge-m3·제목본문,20,기자-매체,2024-03-07 00:00:00,227,0.6759177446365356,720,56,0,2.8069081127441424,0.2183150754356555,0.0
① bge-m3·제목본문,20,매체,2024-03-07 00:00:00,130,0.748233437538147,664,46,0,7.918902802623733,0.5485986881335719,0.0
① bge-m3·제목본문,20,기사,2024-03-27 00:00:00,554,0.6078062653541565,1708,284,4,1.1150207923959239,0.1854015837473316,0.0026112899119342474
① bge-m3·제목본문,20,기자-매체,2024-03-27 00:00:00,253,0.6729418635368347,762,51,0,2.390363259928477,0.15998494259363824,0.0
① bge-m3·제목본문,20,매체,2024-03-27 00:00:00,144,0.7558836936950684,874,82,0,8.488733488733487,0.7964257964257964,0.0
① bge-m3·제목본문,20,기사,2024-04-16 00:00:00,445,0.5691235661506653,2953,1026,7,2.989168944225124,1.0385666565441847,0.0070857374228160755
① bge-m3·제목본문,20,기자-매체,2024-04-16 00:00:00,173,0.6677182912826538,510,96,0,3.4278800914101355,0.6452480172066138,0.0
① bge-m3·제목본문,20,매체,2024-04-16 00:00:00,110,0.7407933473587036,564,95,0,9.407839866555463,1.58465387823186,0.0
① bge-m3·제목본문,20,기사,2024-05-06 00:00:00,306,0.5908900499343872,1784,491,1,3.822993678345655,1.0521804350155362,0.0021429336762027215
① bge-m3·제목본문,20,기자-매체,2024-05-06 00:00:00,191,0.6447356939315796,445,73,0,2.452466244144392,0.4023146872416643,0.0
① bge-m3·제목본문,20,매체,2024-05-06 00:00:00,109,0.7246353626251221,469,48,0,7.968059802922188,0.8154943934760449,0.0
① bge-m3·제목본문,20,기사,2024-05-26 00:00:00,325,0.5647801160812378,2702,1069,10,5.132003798670466,2.030389363722697,0.01899335232668566
① bge-m3·제목본문,20,기자-매체,2024-05-26 00:00:00,158,0.6317546963691711,535,89,0,4.313472546964444,0.7175683302426832,0.0
① bge-m3·제목본문,20,매체,2024-05-26 00:00:00,108,0.692413330078125,475,133,0,8.220837660089996,2.301834544825199,0.0
① bge-m3·제목본문,20,기사,2024-06-15 00:00:00,270,0.5777789950370789,1955,772,5,5.3834503648630045,2.1258433154343934,0.013768415255404102
① bge-m3·제목본문,20,기자-매체,2024-06-15 00:00:00,152,0.6334832906723022,506,65,0,4.409201812478216,0.5663994423143952,0.0
① bge-m3·제목본문,20,매체,2024-06-15 00:00:00,98,0.7171395421028137,404,58,0,8.499894803282137,1.2202819272038712,0.0
① bge-m3·제목본문,20,기사,2024-07-05 00:00:00,304,0.574937641620636,2091,553,24,4.540125065138093,1.200712176480806,0.05211047420531526
① bge-m3·제목본문,20,기자-매체,2024-07-05 00:00:00,163,0.6449204683303833,507,59,0,3.8400363553737784,0.4468681360296902,0.0
① bge-m3·제목본문,20,매체,2024-07-05 00:00:00,108,0.7185638546943665,410,51,0,7.095880927656628,0.8826583592938734,0.0
① bge-m3·제목본문,20,기사,2024-07-25 00:00:00,266,0.6221807599067688,2351,753,2,6.670449709178607,2.1364732586182438,0.005674563767910342
① bge-m3·제목본문,20,기자-매체,2024-07-25 00:00:00,142,0.6775921583175659,599,95,0,5.9834182399360705,0.9489561482369393,0.0
① bge-m3·제목본문,20,매체,2024-07-25 00:00:00,94,0.7573766112327576,668,123,0,15.282544040265385,2.8140013726835966,0.0
① bge-m3·제목본문,20,기사,2024-08-14 00:00:00,425,0.593816876411438,5299,2238,9,5.8812430632630415,2.483906770255272,0.009988901220865706
① bge-m3·제목본문,20,기자-매체,2024-08-14 00:00:00,151,0.7268730998039246,1119,310,0,9.880794701986755,2.7373068432671084,0.0
① bge-m3·제목본문,20,매체,2024-08-14 00:00:00,105,0.7913212776184082,1247,426,0,22.83882783882784,7.802197802197802,0.0
① bge-m3·제목본문,20,기사,2024-09-03 00:00:00,599,0.5633202195167542,7798,3233,11,4.353967872876199,1.8051267162104065,0.006141785919676608
① bge-m3·제목본문,20,기자-매체,2024-09-03 00:00:00,249,0.6212116479873657,1516,368,1,4.909962430366628,1.1918642311180205,0.0032387614976033163
① bge-m3·제목본문,20,매체,2024-09-03 00:00:00,143,0.7112075090408325,1451,441,2,14.291342460356546,4.343543780163499,0.019698611247907023
① bge-m3·제목본문,20,기사,2024-09-23 00:00:00,5570,0.6525943875312805,28596,4395,352,0.18437535562502477,0.028337169113581757,0.002269552566093465
① bge-m3·제목본문,20,기자-매체,2024-09-23 00:00:00,1405,0.732036828994751,42891,5141,0,4.348632782796484,0.5212357169652544,0.0
① bge-m3·제목본문,20,매체,2024-09-23 00:00:00,280,0.8409117460250854,14749,6272,13,37.75985663082437,16.057347670250895,0.033282130056323606
① bge-m3·제목본문,20,기사,2024-10-13 00:00:00,5205,0.6641321778297424,41046,5364,250,0.3030699063234444,0.03960597811038726,0.00184591620574139
① bge-m3·제목본문,20,기자-매체,2024-10-13 00:00:00,1362,0.7263086438179016,53446,7094,3,5.766469113904111,0.7653955748612761,0.00032368011341751173
① bge-m3·제목본문,20,매체,2024-10-13 00:00:00,281,0.8453632593154907,15944,7397,18,40.52872394509405,18.80274529740722,0.045754956786985254
① bge-m3·제목본문,20,기사,2024-11-02 00:00:00,3355,0.6420977711677551,18138,3825,191,0.322376822567444,0.06798386516266805,0.0033947498682534902
① bge-m3·제목본문,20,기자-매체,2024-11-02 00:00:00,1042,0.7130932807922363,20829,1896,35,3.840431004441691,0.3495826580451028,0.006453266366866349
① bge-m3·제목본문,20,매체,2024-11-02 00:00:00,276,0.8156293630599976,11079,3859,15,29.193675889328063,10.168642951251647,0.039525691699604744
① bge-m3·제목본문,20,기사,2024-11-22 00:00:00,2402,0.6021899580955505,25517,4821,156,0.8849005115478875,0.1671867917926232,0.005409902410215561
① bge-m3·제목본문,20,기자-매체,2024-11-22 00:00:00,704,0.6966504454612732,11629,1247,0,4.699421311263417,0.5039279710332343,0.0
① bge-m3·제목본문,20,매체,2024-11-22 00:00:00,255,0.8101539015769958,9548,2593,0,29.482785240080283,8.006793268488497,0.0
① bge-m3·제목본문,20,기사,2024-12-12 00:00:00,2251,0.5845584869384766,18411,4954,59,0.7270250259144084,0.1956266350757688,0.002329828718100597
① bge-m3·제목본문,20,기자-매체,2024-12-12 00:00:00,623,0.6786264181137085,6660,885,1,3.4373661311050663,0.4567671210252229,0.0005161210407064665
① bge-m3·제목본문,20,매체,2024-12-12 00:00:00,228,0.778652012348175,4938,1236,0,19.0818455831208,4.776257825179689,0.0
① bge-m3·제목본문,20,기사,2025-01-01 00:00:00,2124,0.6159226894378662,20405,4880,124,0.9050281510104116,0.2164438802710516,0.005499803515084098
① bge-m3·제목본문,20,기자-매체,2025-01-01 00:00:00,585,0.6947397589683533,9026,1429,4,5.283924598993092,0.8365530968270694,0.002341646177262616
① bge-m3·제목본문,20,매체,2025-01-01 00:00:00,224,0.7992238998413086,6538,2124,7,26.17713004484305,8.50416399743754,0.028026905829596414
① bge-m3·제목본문,20,기사,2025-01-21 00:00:00,3155,0.6327530145645142,21992,4272,166,0.44201160300556636,0.08586183921606855,0.003336391692384686
① bge-m3·제목본문,20,기자-매체,2025-01-21 00:00:00,677,0.7342043519020081,18054,2779,1,7.889837693269122,1.214459895291619,0.00043701327646333897
① bge-m3·제목본문,20,매체,2025-01-21 00:00:00,231,0.8470978736877441,10428,3462,3,39.254658385093165,13.032185206098248,0.01129305477131564
① bge-m3·제목본문,20,기사,2025-02-10 00:00:00,1749,0.5993598103523254,15624,3126,13,1.022094351397922,0.20449737214989147,0.000850436928326484
① bge-m3·제목본문,20,기자-매체,2025-02-10 00:00:00,512,0.6841460466384888,5895,723,0,4.506329500978474,0.552684686888454,0.0
① bge-m3·제목본문,20,매체,2025-02-10 00:00:00,218,0.787232518196106,4715,1332,0,19.93404642117279,5.631420961400245,0.0
① bge-m3·제목본문,20,기사,2025-03-02 00:00:00,1415,0.6118388175964355,11637,3319,19,1.163228892298619,0.33176563491785827,0.001899230811521334
① bge-m3·제목본문,20,기자-매체,2025-03-02 00:00:00,514,0.6995539665222168,4004,353,6,3.0369915276734853,0.2677467555616235,0.004550936355155073
① bge-m3·제목본문,20,매체,2025-03-02 00:00:00,219,0.7949844002723694,4042,803,0,16.932679820702944,3.3639143730886847,0.0
① bge-m3·제목본문,20,기사,2025-03-22 00:00:00,2698,0.6100800037384033,22613,6250,224,0.6215345661777781,0.17178574442184202,0.006156801080078818
① bge-m3·제목본문,20,기자-매체,2025-03-22 00:00:00,720,0.695218026638031,10805,1272,0,4.174393447689693,0.49142327306444133,0.0
① bge-m3·제목본문,20,매체,2025-03-22 00:00:00,245,0.8160511255264282,7785,1810,1,26.04550016728003,6.055536968885915,0.003345600535296086
① bge-m3·제목본문,20,기사,2025-04-11 00:00:00,325,0.5340511202812195,2660,1349,1,5.052231718898385,2.5622032288698957,0.001899335232668566
① bge-m3·제목본문,20,기자-매체,2025-04-11 00:00:00,218,0.5782666802406311,668,314,0,2.8241660677292524,1.3275271635733312,0.0
① bge-m3·제목본문,20,매체,2025-04-11 00:00:00,149,0.6369308829307556,494,167,0,4.480319245419916,1.51460185017232,0.0
① bge-m3·제목본문,20,기사,2025-05-01 00:00:00,869,0.587308406829834,13199,3643,75,3.499705684270813,0.965938920205968,0.019886197918047653
① bge-m3·제목본문,20,기자-매체,2025-05-01 00:00:00,450,0.6726087927818298,3988,389,4,3.947537738183618,0.3850532046523138,0.003959415986142044
① bge-m3·제목본문,20,매체,2025-05-01 00:00:00,215,0.7648719549179077,2524,259,1,10.97152792871115,1.1258422082156054,0.004346881112801565
① bge-m3·제목본문,20,기사,2025-05-21 00:00:00,634,0.5402142405509949,6460,2142,14,3.2193600151499293,1.0674720050233977,0.006976941209303252
① bge-m3·제목본문,20,기자-매체,2025-05-21 00:00:00,320,0.6103442907333374,1362,267,5,2.6684952978056424,0.5231191222570533,0.009796238244514106
① bge-m3·제목본문,20,매체,2025-05-21 00:00:00,176,0.7044152021408081,1105,203,0,7.175324675324675,1.3181818181818181,0.0
① bge-m3·제목본문,20,기사,2025-06-10 00:00:00,705,0.54744553565979,11220,3607,29,4.521276595744681,1.4534977433913605,0.011686009026434558
① bge-m3·제목본문,20,기자-매체,2025-06-10 00:00:00,289,0.6451542973518372,1854,267,0,4.455017301038063,0.6415801614763552,0.0
① bge-m3·제목본문,20,매체,2025-06-10 00:00:00,183,0.724128007888794,1951,443,0,11.71560679757401,2.660181348705939,0.0
① bge-m3·제목본문,20,기사,2025-06-30 00:00:00,951,0.5705159306526184,12684,2668,4,2.8079030383529804,0.5906248270518568,0.0008854944933311196
① bge-m3·제목본문,20,기자-매체,2025-06-30 00:00:00,378,0.6716464757919312,2672,397,0,3.750017543120991,0.5571695226867641,0.0
① bge-m3·제목본문,20,매체,2025-06-30 00:00:00,196,0.7634313702583313,2616,654,1,13.68916797488226,3.422291993720565,0.0052328623757195184
① bge-m3·제목본문,20,기사,2025-07-20 00:00:00,594,0.5528002381324768,7285,2373,71,4.136360797406328,1.347369138262899,0.04031319377019208
① bge-m3·제목본문,20,기자-매체,2025-07-20 00:00:00,259,0.6441377997398376,1312,224,0,3.9268504384783456,0.6704378797402053,0.0
① bge-m3·제목본문,20,매체,2025-07-20 00:00:00,158,0.7246704697608948,1268,281,0,10.22333306458115,2.2655809078448765,0.0
① bge-m3·제목본문,20,기사,2025-08-09 00:00:00,745,0.5605977773666382,10608,2749,18,3.827668326477592,0.9919174424478603,0.006494912318683699
① bge-m3·제목본문,20,기자-매체,2025-08-09 00:00:00,326,0.654497504234314,1954,269,5,3.688532326569136,0.5077866918357715,0.009438414346389807
① bge-m3·제목본문,20,매체,2025-08-09 00:00:00,185,0.7570808529853821,2408,454,2,14.148061104582844,2.6674500587544068,0.011750881316098707
① bge-m3·제목본문,20,기사,2025-08-29 00:00:00,952,0.5736964344978333,11225,2589,14,2.479698504007281,0.5719322429287172,0.0030927197377373667
① bge-m3·제목본문,20,기자-매체,2025-08-29 00:00:00,357,0.6671148538589478,2718,402,1,4.27721650457936,0.6326125956000378,0.0015736631731344225
① bge-m3·제목본문,20,매체,2025-08-29 00:00:00,204,0.7551601529121399,2918,447,0,14.092533565150198,2.15879455230368,0.0
① bge-m3·제목본문,20,기사,2025-09-18 00:00:00,1077,0.567488968372345,16066,5204,22,2.7727440605012545,0.8981302185266108,0.0037968610314345575
① bge-m3·제목본문,20,기자-매체,2025-09-18 00:00:00,349,0.6676118969917297,2834,527,0,4.6668642755985905,0.8678325593650166,0.0
① bge-m3·제목본문,20,매체,2025-09-18 00:00:00,193,0.7536819577217102,2768,837,0,14.939550949913643,4.517487046632125,0.0
① bge-m3·제목본문,20,기사,2025-10-08 00:00:00,1166,0.5692682862281799,20043,6303,50,2.9509934554877466,0.928010365211758,0.007361656078151341
① bge-m3·제목본문,20,기자-매체,2025-10-08 00:00:00,521,0.6413270235061646,6817,1440,3,5.0324819134799945,1.063044441163443,0.0022146759190905065
① bge-m3·제목본문,20,매체,2025-10-08 00:00:00,240,0.7516742944717407,4649,798,2,16.209902370990235,2.782426778242678,0.00697350069735007
① bge-m3·제목본문,20,기사,2025-10-28 00:00:00,1013,0.5646807551383972,19780,4507,47,3.85892488557839,0.8792808118959456,0.009169336179079087
① bge-m3·제목본문,20,기자-매체,2025-10-28 00:00:00,446,0.6512994170188904,4472,594,0,4.506474530155691,0.5985791303471557,0.0
① bge-m3·제목본문,20,매체,2025-10-28 00:00:00,223,0.7632099390029907,3729,660,0,15.064840625378743,2.6663434735183613,0.0
① bge-m3·제목본문,20,기사,2025-11-17 00:00:00,554,0.5496293306350708,10275,4712,24,6.707750961281099,3.0760995162585436,0.015667739471605487
① bge-m3·제목본문,20,기자-매체,2025-11-17 00:00:00,261,0.6248133182525635,1726,399,2,5.086943707633363,1.1759504862953138,0.0058944886531093425
① bge-m3·제목본문,20,매체,2025-11-17 00:00:00,168,0.7086975574493408,1688,479,0,12.033076703735386,3.414599372683205,0.0
① bge-m3·제목본문,20,기사,2025-12-07 00:00:00,1258,0.5895452499389648,12451,3319,162,1.5747742688638378,0.41977959990033553,0.02048939294481903
① bge-m3·제목본문,20,기자-매체,2025-12-07 00:00:00,613,0.6614288687705994,4678,522,0,2.493895872650311,0.2782842337587564,0.0
① bge-m3·제목본문,20,매체,2025-12-07 00:00:00,258,0.7635803818702698,4216,591,0,12.71679787651193,1.7826441046059178,0.0
① bge-m3·제목본문,20,기사,2025-12-27 00:00:00,2004,0.6287314295768738,17910,3355,36,0.8923740138295552,0.16716442302613943,0.0017937166107126735
① bge-m3·제목본문,20,기자-매체,2025-12-27 00:00:00,680,0.7014576196670532,11008,1107,0,4.768257818591354,0.4795113921857403,0.0
① bge-m3·제목본문,20,매체,2025-12-27 00:00:00,253,0.8251667022705078,10020,2291,0,31.432335780161868,7.186774578078927,0.0
① bge-m3·제목본문,20,기사,2026-01-16 00:00:00,980,0.544597327709198,16453,5356,30,3.4297804923808135,1.1165078901836525,0.006253778324404327
① bge-m3·제목본문,20,기자-매체,2026-01-16 00:00:00,412,0.6217492818832397,2559,472,0,3.0224647438168804,0.5574847046039733,0.0
① bge-m3·제목본문,20,매체,2026-01-16 00:00:00,217,0.7407167553901672,2681,520,0,11.439665471923536,2.2188086704215735,0.0
② bge-m3·명사,1,기사,2023-01-02 12:00:00,6,0.613388180732727,5,1,0,33.33333333333333,6.666666666666667,0.0
② bge-m3·명사,1,기자-매체,2023-01-02 12:00:00,6,0.613388180732727,5,1,0,33.33333333333333,6.666666666666667,0.0
② bge-m3·명사,1,매체,2023-01-02 12:00:00,6,0.613388180732727,5,1,0,33.33333333333333,6.666666666666667,0.0
② bge-m3·명사,1,기사,2023-01-03 12:00:00,4,0.5196927189826965,0,0,0,0.0,0.0,0.0
② bge-m3·명사,1,기자-매체,2023-01-03 12:00:00,4,0.5196927785873413,0,0,0,0.0,0.0,0.0
② bge-m3·명사,1,매체,2023-01-03 12:00:00,4,0.5196927785873413,0,0,0,0.0,0.0,0.0
② bge-m3·명사,1,기사,2023-01-04 12:00:00,6,0.6288284659385681,1,1,0,6.666666666666667,6.666666666666667,0.0
② bge-m3·명사,1,기자-매체,2023-01-04 12:00:00,6,0.6288285851478577,1,1,0,6.666666666666667,6.666666666666667,0.0
② bge-m3·명사,1,매체,2023-01-04 12:00:00,6,0.6288285851478577,1,1,0,6.666666666666667,6.666666666666667,0.0
② bge-m3·명사,1,기사,2023-01-05 12:00:00,27,0.6894184947013855,17,2,0,4.843304843304843,0.5698005698005698,0.0
② bge-m3·명사,1,기자-매체,2023-01-05 12:00:00,27,0.6894184947013855,17,2,0,4.843304843304843,0.5698005698005698,0.0
② bge-m3·명사,1,매체,2023-01-05 12:00:00,27,0.6894184947013855,17,2,0,4.843304843304843,0.5698005698005698,0.0
② bge-m3·명사,1,기사,2023-01-06 12:00:00,4,0.5650596022605896,0,0,0,0.0,0.0,0.0
② bge-m3·명사,1,기자-매체,2023-01-06 12:00:00,4,0.5650596022605896,0,0,0,0.0,0.0,0.0
② bge-m3·명사,1,매체,2023-01-06 12:00:00,3,0.7113788723945618,0,0,0,0.0,0.0,0.0
